Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
18030,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,19283000000.0,17250000000.0,482829000000.0,55257000000.0,1029184000000.0,0.382,,0.11785507246376814,441799000000.0,0.09287028716678858,0.03993753482081648,0.05369010789130029,0.00382,,TOPIX Mid400
19590,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,10731000000.0,11098000000.0,98696000000.0,8415000000.0,351662000000.0,0.705,,-0.033069021445305435,100568000000.0,-0.018614270941054833,0.10872781065088757,0.023929227496857778,0.00705,,TOPIX Mid400
20020,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,11197000000.0,11296000000.0,217681000000.0,9349000000.0,535809000000.0,0.614,,-0.008764164305949063,215364000000.0,0.01075852974498992,0.05143765418203702,0.017448381792765706,0.00614,,TOPIX Mid400
20600,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,2140000000.0,1476000000.0,78443000000.0,1761000000.0,63254000000.0,0.461,,0.44986449864498645,71973000000.0,0.08989482166923701,0.027280955598332546,0.027840136592152277,0.00461,,TOPIX Small 2
21270,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,2349000000.0,2509000000.0,9104000000.0,2027000000.0,47732000000.0,0.873,,-0.06377042646472697,9018000000.0,0.009536482590374762,0.25801845342706503,0.04246627000754211,0.00873,,TOPIX Mid400
22290,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,6585000000.0,5295000000.0,86759000000.0,4085000000.0,218870000000.0,0.641,,0.24362606232294626,82234000000.0,0.05502590169516264,0.07589990663792805,0.018664047151277015,0.00641,,TOPIX Mid400
23170,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,3834000000.0,3516000000.0,23799000000.0,2668000000.0,40276000000.0,0.678,,0.09044368600682584,22553000000.0,0.055247638895047135,0.16109920584898524,0.06624292382560333,0.0067800000000000004,,TOPIX Small 1
23270,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_IFRS,1Q,9228000000.0,8485000000.0,93660000000.0,5207000000.0,285622000000.0,0.668,,0.08756629345904532,82684000000.0,0.13274635963427017,0.09852658552210122,0.018230388415458192,0.00668,,TOPIX Mid400
23930,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,814000000.0,687000000.0,9193000000.0,545000000.0,17984000000.0,0.638,,0.18486171761280934,8499000000.0,0.08165666549005768,0.08854563254650277,0.030304715302491105,0.00638,,-
25790,2026-07-30,2026-06-30,2QFinancialStatements_Consolidated_IFRS,2Q,9098000000.0,-92170000000.0,423191000000.0,4778000000.0,365667000000.0,0.506,,9.99,417942000000.0,0.012559158926358283,0.021498566840977243,0.013066533211911384,0.00506,,TOPIX Mid400
27370,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,22282000000.0,1846000000.0,395578000000.0,14520000000.0,70512000000.0,0.173,,11.070422535211268,102386000000.0,2.8635946320786045,0.05632770275394486,0.2059223961878829,0.0017299999999999998,,TOPIX Small 2
28110,2026-07-30,2026-06-30,2QFinancialStatements_Consolidated_IFRS,2Q,9089000000.0,10563000000.0,143785000000.0,4683000000.0,217613000000.0,0.541,,-0.1395436902395153,138681000000.0,0.03680388805964774,0.06321243523316063,0.021519854052836917,0.005410000000000001,,TOPIX Mid400
29140,2026-07-30,2026-06-30,2QFinancialStatements_Consolidated_IFRS,2Q,644940000000.0,479871000000.0,1986070000000.0,431829000000.0,4423050000000.0,0.507,,0.34398619629025307,1734543000000.0,0.1450105301511695,0.32473175668531323,0.09763149862651338,0.00507,,TOPIX Core30
299A0,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,905000000.0,755000000.0,4767000000.0,604000000.0,13893000000.0,0.81,,0.19867549668874163,3808000000.0,0.25183823529411775,0.18984686385567442,0.04347513136111711,0.008100000000000001,,-
32310,2026-07-30,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,25540000000.0,36804000000.0,191064000000.0,14728000000.0,802282000000.0,0.283,,-0.3060536898163243,221419000000.0,-0.13709302273065993,0.13367248670602522,0.018357634846600072,0.0028299999999999996,,TOPIX Mid400
34960,2026-07-30,2026-06-30,3QFinancialStatements_Consolidated_JP,3Q,2151000000.0,1698000000.0,12265000000.0,1529000000.0,6319000000.0,0.739,,0.2667844522968197,9706000000.0,0.2636513496806099,0.17537708927843457,0.2419686659281532,0.00739,,TOPIX Small 2
