Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
135A0,2026-07-14,2026-05-31,1QFinancialStatements_NonConsolidated_JP,1Q,-31000000.0,-228000000.0,648000000.0,-20000000.0,2066000000.0,0.825,,-0.8640350877192983,195000000.0,2.3230769230769233,-0.047839506172839504,-0.00968054211035818,0.00825,,-
138A0,2026-07-14,2026-05-31,2QFinancialStatements_NonConsolidated_JP,2Q,180000000.0,132000000.0,1632000000.0,137000000.0,1407000000.0,0.488,,0.36363636363636354,1425000000.0,0.14526315789473676,0.11029411764705882,0.09737029140014215,0.00488,,-
14190,2026-07-14,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,3842000000.0,4113000000.0,197740000000.0,1213000000.0,29700000000.0,0.343,7500000000.0,-0.06588864575735476,200817000000.0,-0.015322407963469176,0.01942955395974512,0.04084175084175084,0.0034300000000000003,0.9521082769390943,TOPIX Small 1
14340,2026-07-14,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,1736000000.0,793000000.0,14311000000.0,1093000000.0,8496000000.0,0.431,,1.189155107187894,12324000000.0,0.16123012009087967,0.1213052896373419,0.1286487758945386,0.00431,,-
156A0,2026-07-14,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,1031000000.0,661000000.0,6662000000.0,590000000.0,2393000000.0,0.361,,0.5597579425113464,4708000000.0,0.4150382327952422,0.1547583308315821,0.24655244463017134,0.00361,,-
189A0,2026-07-14,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,272000000.0,299000000.0,1624000000.0,221000000.0,2348000000.0,0.221,362000000.0,-0.09030100334448166,1502000000.0,0.08122503328894815,0.16748768472906403,0.09412265758091994,0.00221,0.3308823529411764,-
21530,2026-07-14,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,4669000000.0,4481000000.0,46586000000.0,3371000000.0,40276000000.0,0.71,5300000000.0,0.04195492077661234,42705000000.0,0.09087928813956214,0.10022324303438801,0.08369748733737213,0.0070999999999999995,0.1351467123581067,TOPIX Small 2
228A0,2026-07-14,2026-05-31,2QFinancialStatements_NonConsolidated_JP,2Q,203000000.0,171000000.0,1360000000.0,144000000.0,1412000000.0,0.439,,0.1871345029239766,1200000000.0,0.1333333333333333,0.14926470588235294,0.10198300283286119,0.00439,,-
22920,2026-07-14,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,2827000000.0,1822000000.0,123602000000.0,2059000000.0,139408000000.0,0.511,,0.5515916575192097,113841000000.0,0.085742395094913,0.022871798190967782,0.014769597153678411,0.00511,,TOPIX Small 1
24710,2026-07-14,2026-05-31,2QFinancialStatements_Consolidated_IFRS,2Q,648000000.0,806000000.0,12681000000.0,283000000.0,9703000000.0,0.223,,-0.19602977667493793,12499000000.0,0.01456116489319137,0.0511000709723208,0.029166237246212513,0.00223,,TOPIX Small 2
26680,2026-07-14,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,297000000.0,326000000.0,4263000000.0,210000000.0,5412000000.0,0.617,,-0.08895705521472397,4182000000.0,0.01936872309899562,0.06966924700914849,0.038802660753880266,0.00617,,-
27220,2026-07-14,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,196000000.0,425000000.0,14568000000.0,214000000.0,2552000000.0,0.435,250000000.0,-0.5388235294117647,15211000000.0,-0.04227203997107354,0.013454146073585941,0.08385579937304075,0.00435,0.2755102040816326,-
274A0,2026-07-14,2026-05-31,1QFinancialStatements_NonConsolidated_JP,1Q,184000000.0,527000000.0,4786000000.0,131000000.0,7431000000.0,0.366,,-0.650853889943074,4499000000.0,0.0637919537675038,0.0384454659423318,0.017628852106042255,0.00366,,-
276A0,2026-07-14,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,609000000.0,538000000.0,3135000000.0,366000000.0,4819000000.0,0.584,,0.13197026022304836,1969000000.0,0.5921787709497206,0.19425837320574163,0.0759493670886076,0.00584,,-
28720,2026-07-14,2026-05-31,1QFinancialStatements_NonConsolidated_JP,1Q,-19000000.0,47000000.0,1456000000.0,-38000000.0,1434000000.0,0.296,,-1.4042553191489362,1338000000.0,0.08819133034379667,-0.01304945054945055,-0.026499302649930265,0.00296,,-
28820,2026-07-14,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,570000000.0,240000000.0,10378000000.0,306000000.0,11702000000.0,0.338,,1.375,10112000000.0,0.026305379746835333,0.05492387743303141,0.02614937617501282,0.00338,,TOPIX Small 2
30300,2026-07-14,2026-05-31,1QFinancialStatements_NonConsolidated_JP,1Q,261000000.0,187000000.0,3159000000.0,146000000.0,3422000000.0,0.498,,0.39572192513368987,2894000000.0,0.09156876295784389,0.08262108262108261,0.04266510812390415,0.00498,,-
30450,2026-07-14,2026-05-31,3QFinancialStatements_NonConsolidated_JP,3Q,408000000.0,409000000.0,1752000000.0,266000000.0,5915000000.0,0.749,,-0.0024449877750610804,1732000000.0,0.011547344110854452,0.2328767123287671,0.04497041420118343,0.00749,,-
30480,2026-07-14,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,33297000000.0,24515000000.0,785373000000.0,19839000000.0,227574000000.0,0.337,,0.3582296553130737,729902000000.0,0.0759978736871525,0.042396415461188504,0.08717603944211554,0.00337,,TOPIX Mid400
304A0,2026-07-14,2026-05-31,1QFinancialStatements_NonConsolidated_JP,1Q,74000000.0,25000000.0,665000000.0,42000000.0,2030000000.0,0.873,,1.96,563000000.0,0.18117229129662515,0.11127819548872181,0.020689655172413793,0.00873,,-
30650,2026-07-14,2026-05-31,1QFinancialStatements_NonConsolidated_JP,1Q,40000000.0,95000000.0,2390000000.0,43000000.0,1739000000.0,0.418,,-0.5789473684210527,2493000000.0,-0.041315683914961876,0.016736401673640166,0.024726854514088556,0.00418,,-
30830,2026-07-14,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,53000000.0,-22000000.0,5345000000.0,-92000000.0,2807000000.0,0.398,,9.99,1282000000.0,3.169266770670827,0.00991580916744621,-0.032775204845030284,0.00398,,-
