Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
18730,2026-09-04,2026-07-31,1QFinancialStatements_Consolidated_JP,1Q,-85000000.0,-234000000.0,6664000000.0,-161000000.0,22626000000.0,0.537,,-0.6367521367521367,6113000000.0,0.09013577621462465,-0.012755102040816327,-0.007115707593034562,0.005370000000000001,,TOPIX Small 2
29100,2026-09-04,2026-07-31,1QFinancialStatements_Consolidated_JP,1Q,180000000.0,10000000.0,12675000000.0,99000000.0,28444000000.0,0.83,,17.0,12471000000.0,0.01635795044503241,0.014201183431952662,0.003480523133173956,0.0083,,TOPIX Small 2
31720,2026-09-04,2026-07-31,FYFinancialStatements_Consolidated_JP,FY,311000000.0,456000000.0,11141000000.0,223000000.0,6509000000.0,0.756,437000000.0,-0.3179824561403509,11502000000.0,-0.03138584593983651,0.027914908895072255,0.03426025503149485,0.00756,0.405144694533762,-
36620,2026-09-04,2026-07-31,FYFinancialStatements_Consolidated_JP,FY,1095000000.0,845000000.0,22997000000.0,359000000.0,8922000000.0,0.585,600000000.0,0.29585798816568043,23917000000.0,-0.03846636283814864,0.04761490629212506,0.04023761488455503,0.005849999999999999,-0.452054794520548,TOPIX Small 2
38160,2026-09-04,2026-07-31,FYFinancialStatements_Consolidated_JP,FY,257000000.0,571000000.0,3239000000.0,217000000.0,5564000000.0,0.867,268000000.0,-0.5499124343257443,3204000000.0,0.010923845193508086,0.0793454769990738,0.039000718907260964,0.00867,0.04280155642023353,-
46270,2026-09-04,2026-07-31,3QFinancialStatements_Consolidated_JP,3Q,1650000000.0,1001000000.0,18271000000.0,1236000000.0,25874000000.0,0.769,,0.6483516483516483,16572000000.0,0.10252232681631668,0.09030704394942805,0.047769962124140065,0.00769,,-
72650,2026-09-04,2026-07-31,3QFinancialStatements_NonConsolidated_JP,3Q,240000000.0,404000000.0,6062000000.0,197000000.0,6226000000.0,0.77,,-0.40594059405940597,6174000000.0,-0.01814058956916098,0.0395908940943583,0.031641503372952136,0.0077,,-
72790,2026-09-04,2026-07-31,3QFinancialStatements_Consolidated_JP,3Q,3882000000.0,3152000000.0,320556000000.0,40842000000.0,236117000000.0,0.595,,0.2315989847715736,227679000000.0,0.4079295850737221,0.012110208512709168,0.17297356818865223,0.0059499999999999996,,-
89170,2026-09-04,2026-07-31,3QFinancialStatements_Consolidated_JP,3Q,1971000000.0,1757000000.0,28293000000.0,1137000000.0,42870000000.0,0.67,,0.12179852020489479,31232000000.0,-0.09410220286885251,0.06966387445657937,0.026522043386983905,0.0067,,-
96780,2026-09-04,2026-07-31,3QFinancialStatements_Consolidated_JP,3Q,15440000000.0,11734000000.0,162923000000.0,10063000000.0,164815000000.0,0.464,,0.31583432759502306,158792000000.0,0.02601516449191399,0.0947686944139256,0.06105633589175743,0.00464,,TOPIX Small 1
98240,2026-09-04,2026-07-31,3QFinancialStatements_Consolidated_JP,3Q,9500000000.0,6744000000.0,121548000000.0,6979000000.0,63215000000.0,0.481,,0.4086595492289442,101401000000.0,0.19868640348714517,0.07815842300983973,0.11040101241793877,0.00481,,TOPIX Small 1
