Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
14070,2026-07-15,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,4614000000.0,2022000000.0,29339000000.0,2316000000.0,35464000000.0,0.235,,1.2818991097922847,22001000000.0,0.333530294077542,0.1572650737925628,0.06530566207985562,0.0023499999999999997,,-
14180,2026-07-15,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,918000000.0,532000000.0,5764000000.0,604000000.0,4806000000.0,0.495,,0.7255639097744362,4976000000.0,0.15836012861736326,0.159264399722415,0.1256762380357886,0.0049499999999999995,,-
14300,2026-07-15,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,2896000000.0,2579000000.0,36417000000.0,1882000000.0,11145000000.0,0.345,3500000000.0,0.12291585886002321,43194000000.0,-0.15689679122100286,0.07952329955789879,0.16886496186630776,0.00345,0.20856353591160226,-
18870,2026-07-15,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,7150000000.0,2318000000.0,135207000000.0,5450000000.0,71395000000.0,0.451,6300000000.0,2.084555651423641,123349000000.0,0.09613373436347272,0.052881877417589325,0.07633587786259542,0.00451,-0.11888111888111885,TOPIX Small 2
190A0,2026-07-15,2026-05-31,3QFinancialStatements_NonConsolidated_JP,3Q,-1070000000.0,-1420000000.0,,-1047000000.0,2333000000.0,0.899,,-0.24647887323943662,,,,-0.44877839691384486,0.00899,,-
198A0,2026-07-15,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,-238000000.0,183000000.0,553000000.0,-277000000.0,772000000.0,0.76,,-2.300546448087432,897000000.0,-0.3835005574136009,-0.43037974683544306,-0.3588082901554404,0.0076,,-
205A0,2026-07-15,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,1449000000.0,487000000.0,49502000000.0,799000000.0,4044000000.0,0.174,2113000000.0,1.975359342915811,36269000000.0,0.36485704044776535,0.02927154458405721,0.19757665677546984,0.0017399999999999998,0.4582470669427192,-
21640,2026-07-15,2026-05-31,3QFinancialStatements_NonConsolidated_JP,3Q,69000000.0,31000000.0,2524000000.0,-67000000.0,909000000.0,0.361,,1.225806451612903,2339000000.0,0.07909362975630607,0.02733755942947702,-0.0737073707370737,0.00361,,-
21680,2026-07-15,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,-1149000000.0,-1237000000.0,308496000000.0,-3388000000.0,132929000000.0,0.539,1500000000.0,-0.07113985448666127,309240000000.0,-0.0024058983313930415,-0.003724521549712152,-0.02548729020755441,0.005390000000000001,0.3054830287206267,TOPIX Small 1
23370,2026-07-15,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,2587000000.0,3468000000.0,10497000000.0,2883000000.0,109054000000.0,0.244,,-0.25403690888119956,12487000000.0,-0.15936574036998474,0.24645136705725446,0.026436444330331762,0.00244,,TOPIX Small 1
24040,2026-07-15,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,452000000.0,220000000.0,7745000000.0,411000000.0,1186000000.0,0.187,,1.0545454545454547,6077000000.0,0.27447753825900945,0.05836023240800516,0.34654300168634067,0.00187,,-
24370,2026-07-15,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,-144000000.0,12000000.0,1577000000.0,-237000000.0,2110000000.0,0.596,150000000.0,-13.0,2067000000.0,-0.23705853894533135,-0.09131261889663919,-0.11232227488151658,0.00596,0.04166666666666674,-
24490,2026-07-15,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,512000000.0,511000000.0,5607000000.0,327000000.0,5827000000.0,0.755,,0.001956947162426559,5312000000.0,0.05553463855421681,0.09131442839308009,0.05611807104856702,0.00755,,-
244A0,2026-07-15,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,344000000.0,577000000.0,3480000000.0,227000000.0,3728000000.0,0.779,,-0.4038128249566725,3651000000.0,-0.04683648315529987,0.09885057471264368,0.060890557939914165,0.00779,,-
245A0,2026-07-15,2026-05-31,3QFinancialStatements_NonConsolidated_JP,3Q,480000000.0,375000000.0,6926000000.0,307000000.0,2271000000.0,0.444,,0.28,5697000000.0,0.2157275759171493,0.06930407161420733,0.13518273888154997,0.00444,,-
24840,2026-07-15,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,-6370000000.0,-3075000000.0,28290000000.0,-6339000000.0,22309000000.0,0.678,,1.0715447154471547,30170000000.0,-0.06231355651309245,-0.22516790385295157,-0.28414541216549377,0.0067800000000000004,,-
