Code,DisclosedDate,FiscalPeriodEnd,EarningsGrowth,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,CurPerType,S17Nm,RSI14,ScaleCat,MarketCap,EntryDate,EntryOpen,PrevClose
19420,2026-06-01,2026-03-31,0.42543634056852864,0.10438346867335024,0.11204519542547256,0.15656405061044598,0.00614,0.08251142650950194,FY,建設・資材,41.39899201864718,TOPIX Mid400,,2026-06-02,,6087.0
