Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
17660,2026-09-11,2026-07-31,1QFinancialStatements_Consolidated_JP,1Q,4574000000.0,5614000000.0,94809000000.0,3182000000.0,115537000000.0,0.555,,-0.18525115781973633,93477000000.0,0.014249494528065787,0.048244364986446436,0.027540960904299056,0.00555,,TOPIX Small 1
18440,2026-09-11,2026-07-31,FYFinancialStatements_Consolidated_JP,FY,801000000.0,785000000.0,8075000000.0,676000000.0,6410000000.0,0.525,742000000.0,0.020382165605095537,6443000000.0,0.2532981530343008,0.09919504643962848,0.10546021840873634,0.00525,-0.07365792759051182,-
186A0,2026-09-11,2026-07-31,1QFinancialStatements_Consolidated_IFRS,1Q,-2750000000.0,-2376000000.0,1195000000.0,-3071000000.0,12853000000.0,0.222,,0.15740740740740744,1250000000.0,-0.04400000000000004,-2.301255230125523,-0.2389325449311445,0.00222,,-
211A0,2026-09-11,2026-07-31,FYFinancialStatements_NonConsolidated_JP,FY,457000000.0,937000000.0,5883000000.0,314000000.0,4525000000.0,0.476,690000000.0,-0.512273212379936,7587000000.0,-0.22459470146302885,0.07768145503994561,0.06939226519337016,0.0047599999999999995,0.5098468271334793,-
22170,2026-09-11,2026-07-31,2QFinancialStatements_Consolidated_JP,2Q,50000000.0,424000000.0,16355000000.0,59000000.0,19952000000.0,0.734,,-0.8820754716981132,16192000000.0,0.010066699604743157,0.003057169061449098,0.0029570970328789093,0.00734,,TOPIX Small 2
23530,2026-09-11,2026-07-31,FYFinancialStatements_Consolidated_JP,FY,8515000000.0,7659000000.0,40707000000.0,5801000000.0,24959000000.0,0.332,10000000000.0,0.11176393785089433,36832000000.0,0.10520742832319718,0.20917778269093767,0.23242117071998078,0.00332,0.17439812096300655,TOPIX Small 1
23730,2026-09-11,2026-07-31,3QFinancialStatements_Consolidated_JP,3Q,984000000.0,386000000.0,37742000000.0,129000000.0,4749000000.0,0.149,,1.5492227979274613,35918000000.0,0.05078233754663408,0.026071750304700332,0.027163613392293114,0.00149,,-
26950,2026-09-11,2026-07-31,3QFinancialStatements_Consolidated_JP,3Q,2845000000.0,5189000000.0,189684000000.0,2030000000.0,91180000000.0,0.384,,-0.4517248024667566,181677000000.0,0.04407272246899718,0.014998629299255604,0.022263654310155735,0.00384,,TOPIX Small 1
29290,2026-09-11,2026-07-31,FYFinancialStatements_Consolidated_JP,FY,2632000000.0,2367000000.0,63223000000.0,1988000000.0,13166000000.0,0.375,3000000000.0,0.11195606252640466,65260000000.0,-0.031213607110021413,0.04163041930942853,0.1509949870879538,0.00375,0.13981762917933138,TOPIX Small 2
29910,2026-09-11,2026-07-31,FYFinancialStatements_Consolidated_JP,FY,3821000000.0,3744000000.0,109953000000.0,2369000000.0,13227000000.0,0.314,5610000000.0,0.020566239316239354,95992000000.0,0.14543920326693893,0.03475121188144025,0.17910334920994936,0.00314,0.46820204135043175,-
