Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
23530,2026-06-05,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,7016000000.0,6647000000.0,31107000000.0,4208000000.0,24237000000.0,0.326,,0.05551376560854515,28441000000.0,0.09373791357547212,0.2255440897547176,0.17361884721706483,0.0032600000000000003,,TOPIX Small 1
31930,2026-06-05,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,2367000000.0,2025000000.0,38318000000.0,1532000000.0,10836000000.0,0.483,,0.16888888888888887,33822000000.0,0.13293122819466618,0.06177253510099692,0.14138058324104835,0.00483,,TOPIX Small 2
36620,2026-06-05,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,766000000.0,924000000.0,17242000000.0,343000000.0,8953000000.0,0.58,,-0.17099567099567103,17969000000.0,-0.0404585675329735,0.04442640064957661,0.03831118060985145,0.0058,,TOPIX Small 2
37330,2026-06-05,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,4180000000.0,4274000000.0,24334000000.0,2752000000.0,40396000000.0,0.797,,-0.0219934487599438,20145000000.0,0.20794241747331843,0.17177611572285692,0.06812555698584018,0.00797,,-
38160,2026-06-05,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,170000000.0,442000000.0,2386000000.0,135000000.0,5439000000.0,0.861,,-0.6153846153846154,2396000000.0,-0.004173622704507496,0.07124895222129086,0.024820739106453393,0.00861,,-
38540,2026-06-05,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,4240000000.0,3464000000.0,15543000000.0,2931000000.0,12521000000.0,0.706,,0.22401847575057743,14098000000.0,0.10249680805788053,0.27279161037122823,0.23408673428639884,0.0070599999999999994,,TOPIX Small 2
44360,2026-06-05,2026-03-31,FYFinancialStatements_Consolidated_JP,FY,549000000.0,-1911000000.0,8780000000.0,742000000.0,1444000000.0,0.145,720000000.0,9.99,10548000000.0,-0.16761471368979897,0.06252847380410023,0.5138504155124654,0.00145,0.3114754098360655,-
45020,2026-06-05,2026-03-31,FYFinancialStatements_Consolidated_IFRS,FY,6217000000.0,342586000000.0,4505720000000.0,-152390000000.0,7430649000000.0,0.479,420000000000.0,-0.9818527318687862,4581551000000.0,-0.016551381835539947,0.0013798016743162024,-0.020508302841380343,0.00479,66.55669937268779,TOPIX Core30
60400,2026-06-05,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,2719000000.0,2846000000.0,9977000000.0,2228000000.0,10914000000.0,0.554,,-0.0446240337315531,9159000000.0,0.08931106015940604,0.27252681166683373,0.20414146967198094,0.005540000000000001,,-
65740,2026-06-05,2026-03-31,FYFinancialStatements_Consolidated_IFRS,FY,1601000000.0,135000000.0,15517000000.0,-1061000000.0,10891000000.0,0.576,8957000000.0,10.85925925925926,3241000000.0,3.7877198395556926,0.1031771605336083,-0.09741988798090166,0.0057599999999999995,4.594628357276702,-
69990,2026-06-05,2026-03-31,FYFinancialStatements_Consolidated_JP,FY,3646000000.0,1176000000.0,72287000000.0,3951000000.0,88577000000.0,0.584,2830000000.0,2.1003401360544216,64120000000.0,0.12737055520898322,0.05043783806216885,0.04460525870146878,0.00584,-0.22380691168403732,TOPIX Small 1
70780,2026-06-05,2026-03-31,FYFinancialStatements_Consolidated_JP,FY,-417000000.0,-366000000.0,4560000000.0,-174000000.0,1836000000.0,0.454,-152000000.0,0.139344262295082,4897000000.0,-0.0688176434551766,-0.09144736842105264,-0.09477124183006536,0.00454,-1.3645083932853717,-
72650,2026-06-05,2026-04-30,2QFinancialStatements_NonConsolidated_JP,2Q,102000000.0,249000000.0,3889000000.0,97000000.0,6108000000.0,0.767,,-0.5903614457831325,4069000000.0,-0.04423691324649792,0.026227822062226794,0.015880812049770793,0.00767,,-
72790,2026-06-05,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,2226000000.0,2343000000.0,209107000000.0,34857000000.0,232890000000.0,0.58,,-0.049935979513444306,152347000000.0,0.3725705133675097,0.010645267733743968,0.14967151874275408,0.0058,,-
89170,2026-06-05,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,1294000000.0,1137000000.0,18706000000.0,723000000.0,42681000000.0,0.668,,0.13808267370272653,21318000000.0,-0.12252556525002345,0.06917566556185181,0.016939621845786183,0.00668,,-
96780,2026-06-05,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,10430000000.0,8541000000.0,107952000000.0,6952000000.0,163775000000.0,0.472,,0.22116848144245393,105163000000.0,0.026520734478856722,0.09661701496961612,0.04244848114791635,0.004719999999999999,,TOPIX Small 1
