Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
17580,2026-06-11,2026-04-30,1QFinancialStatements_NonConsolidated_JP,1Q,335000000.0,212000000.0,3891000000.0,236000000.0,9669000000.0,0.756,,0.5801886792452831,3868000000.0,0.005946225439503516,0.08609611924955024,0.024407901541007342,0.00756,,-
215A0,2026-06-11,2026-04-30,FYFinancialStatements_Consolidated_JP,FY,3812000000.0,6747000000.0,21006000000.0,2439000000.0,15991000000.0,0.424,,-0.4350081517711576,34289000000.0,-0.387383709061215,0.18147196039226887,0.1525232943530736,0.00424,,-
21980,2026-06-11,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,577000000.0,360000000.0,11022000000.0,494000000.0,12078000000.0,0.593,,0.6027777777777779,10505000000.0,0.049214659685863804,0.05234984576301942,0.04090081139261467,0.0059299999999999995,,-
23750,2026-06-11,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,290000000.0,-370000000.0,11451000000.0,9000000.0,2777000000.0,0.341,,9.99,11061000000.0,0.035259018171955425,0.025325299100515238,0.0032409074540871445,0.0034100000000000003,,-
27760,2026-06-11,2026-04-30,1QFinancialStatements_Consolidated_JP,1Q,69000000.0,-29000000.0,18849000000.0,9000000.0,4165000000.0,0.204,,9.99,4418000000.0,3.266410140334993,0.0036606716536686295,0.0021608643457382954,0.0020399999999999997,,-
30310,2026-06-11,2026-04-30,FYFinancialStatements_Consolidated_JP,FY,1320000000.0,1254000000.0,6574000000.0,804000000.0,4376000000.0,0.216,600000000.0,0.05263157894736836,6098000000.0,0.07805837979665453,0.20079099482811075,0.18372943327239488,0.00216,-0.5454545454545454,TOPIX Small 2
30700,2026-06-11,2026-04-30,1QFinancialStatements_Consolidated_JP,1Q,46000000.0,-111000000.0,1801000000.0,-36000000.0,5241000000.0,0.69,,9.99,228000000.0,6.899122807017544,0.025541365907828985,-0.006868918145392101,0.0069,,-
32480,2026-06-11,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,315000000.0,346000000.0,1666000000.0,171000000.0,4833000000.0,0.309,,-0.08959537572254339,1806000000.0,-0.07751937984496127,0.18907563025210083,0.035381750465549346,0.00309,,-
33610,2026-06-11,2026-04-30,FYFinancialStatements_Consolidated_JP,FY,1982000000.0,1936000000.0,27039000000.0,1612000000.0,21960000000.0,0.768,1910000000.0,0.023760330578512345,27388000000.0,-0.012742807068789275,0.07330152742335146,0.07340619307832423,0.00768,-0.03632694248234103,-
34910,2026-06-11,2026-04-30,2QFinancialStatements_Consolidated_IFRS,2Q,3759000000.0,4187000000.0,142403000000.0,1997000000.0,33631000000.0,0.33,,-0.10222116073561027,110778000000.0,0.28548087165321645,0.0263969157953133,0.05937973893134311,0.0033,,-
350A0,2026-06-11,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,2447000000.0,2374000000.0,5107000000.0,1871000000.0,10314000000.0,0.48,,0.030749789385004167,4791000000.0,0.06595700271342109,0.4791462698257294,0.18140391700601124,0.0048,,-
39210,2026-06-11,2026-04-30,1QFinancialStatements_Consolidated_JP,1Q,683000000.0,644000000.0,2077000000.0,487000000.0,7573000000.0,0.73,,0.060559006211180044,1996000000.0,0.040581162324649256,0.32883967260471836,0.06430740789647432,0.0073,,TOPIX Small 2
39550,2026-06-11,2026-04-30,1QFinancialStatements_Consolidated_JP,1Q,236000000.0,512000000.0,5523000000.0,142000000.0,17817000000.0,0.632,,-0.5390625,5638000000.0,-0.020397304008513695,0.042730400144848815,0.007969916372004266,0.00632,,-
41940,2026-06-11,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,19612000000.0,17479000000.0,73157000000.0,14214000000.0,82333000000.0,0.725,,0.12203215286915725,58849000000.0,0.24313072439633632,0.2680809765299288,0.17264037506224722,0.0072499999999999995,,TOPIX Mid400
44220,2026-06-11,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,121000000.0,-98000000.0,665000000.0,125000000.0,841000000.0,0.839,,9.99,485000000.0,0.3711340206185567,0.18195488721804512,0.14863258026159334,0.00839,,-
50750,2026-06-11,2026-04-30,1QFinancialStatements_NonConsolidated_JP,1Q,164000000.0,139000000.0,404000000.0,109000000.0,1926000000.0,0.836,,0.17985611510791366,311000000.0,0.2990353697749195,0.40594059405940597,0.05659397715472482,0.00836,,
51340,2026-06-11,2026-04-30,2QFinancialStatements_NonConsolidated_JP,2Q,71000000.0,118000000.0,714000000.0,57000000.0,895000000.0,0.752,,-0.39830508474576276,691000000.0,0.0332850940665701,0.09943977591036414,0.06368715083798883,0.00752,,-
61840,2026-06-11,2026-04-30,1QFinancialStatements_Consolidated_JP,1Q,303000000.0,233000000.0,2202000000.0,195000000.0,5726000000.0,0.744,,0.3004291845493563,1966000000.0,0.1200406917599186,0.13760217983651227,0.034055186866922806,0.0074399999999999996,,TOPIX Small 2
63090,2026-06-11,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,3703000000.0,3711000000.0,30849000000.0,2793000000.0,43821000000.0,0.769,,-0.0021557531662624863,31316000000.0,-0.014912504789883818,0.12003630587701385,0.06373656466077908,0.00769,,TOPIX Small 2
65350,2026-06-11,2026-04-30,3QFinancialStatements_Consolidated_JP,3Q,3377000000.0,3971000000.0,19208000000.0,2438000000.0,17146000000.0,0.494,,-0.14958448753462605,18651000000.0,0.029864350436973996,0.1758121615993336,0.1421905983902951,0.00494,,TOPIX Small 2
66190,2026-06-11,2026-04-30,1QFinancialStatements_Consolidated_JP,1Q,-364000000.0,-1494000000.0,1386000000.0,-2033000000.0,40076000000.0,0.799,,-0.7563587684069611,756000000.0,0.8333333333333333,-0.26262626262626265,-0.050728615630302426,0.00799,,TOPIX Small 2
70950,2026-06-11,2026-04-30,FYFinancialStatements_Consolidated_IFRS,FY,3650000000.0,5171000000.0,50579000000.0,2353000000.0,12691000000.0,0.524,3000000000.0,-0.29414039837555594,51675000000.0,-0.02120948234155784,0.0721643369777971,0.18540698132534866,0.00524,-0.17808219178082196,TOPIX Small 2
71310,2026-06-11,2026-04-30,2QFinancialStatements_Consolidated_JP,2Q,560000000.0,311000000.0,3838000000.0,408000000.0,2634000000.0,0.538,,0.8006430868167203,3250000000.0,0.18092307692307696,0.14590932777488275,0.1548974943052392,0.00538,,-
71960,2026-06-11,2026-04-30,1QFinancialStatements_Consolidated_JP,1Q,-148000000.0,-146000000.0,3295000000.0,-114000000.0,6370000000.0,0.394,,0.013698630136986356,3154000000.0,0.04470513633481299,-0.044916540212443096,-0.017896389324960755,0.00394,,-
