Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
19970,2026-07-03,2026-05-31,3QFinancialStatements_NonConsolidated_JP,3Q,1079000000.0,949000000.0,7070000000.0,780000000.0,8241000000.0,0.734,,0.13698630136986312,6827000000.0,0.03559396513842095,0.15261669024045263,0.09464870768110666,0.00734,,-
26780,2026-07-03,2026-05-20,FYFinancialStatements_Consolidated_JP,FY,-17445000000.0,14004000000.0,400199000000.0,-22150000000.0,51455000000.0,0.208,7000000000.0,-2.2457155098543273,481101000000.0,-0.16816011606710446,-0.0435908135702488,-0.4304732290350792,0.00208,-0.5987388936658069,TOPIX Small 1
27530,2026-07-03,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,511000000.0,505000000.0,9888000000.0,308000000.0,22476000000.0,0.768,,0.011881188118811892,8981000000.0,0.10099098095980397,0.051678802588996764,0.013703505961914931,0.00768,,TOPIX Small 2
33770,2026-07-03,2026-05-31,2QFinancialStatements_Consolidated_JP,2Q,262000000.0,320000000.0,19595000000.0,339000000.0,7324000000.0,0.536,,-0.18125000000000002,18671000000.0,0.049488511595522366,0.013370757846389384,0.04628618241398143,0.00536,,-
34980,2026-07-03,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,8202000000.0,9370000000.0,88476000000.0,4555000000.0,75473000000.0,0.387,,-0.12465314834578445,50549000000.0,0.7503016874715622,0.09270310592703106,0.0603527089157712,0.00387,,TOPIX Small 1
36120,2026-07-03,2026-05-31,1QFinancialStatements_Consolidated_IFRS,1Q,7293000000.0,7014000000.0,74707000000.0,5451000000.0,99764000000.0,0.358,,0.03977758768177919,70015000000.0,0.06701421124044837,0.09762137416841796,0.05463894791708432,0.00358,,TOPIX Small 1
39330,2026-07-03,2026-03-31,FYFinancialStatements_Consolidated_JP,FY,1069000000.0,677000000.0,10226000000.0,658000000.0,3377000000.0,0.276,500000000.0,0.5790251107828657,6896000000.0,0.4828886310904872,0.10453745354977509,0.19484749777909388,0.0027600000000000003,-0.5322731524789523,-
43610,2026-07-03,2026-05-31,2QFinancialStatements_Consolidated_JP,2Q,303000000.0,198000000.0,4315000000.0,209000000.0,3295000000.0,0.366,,0.5303030303030303,4314000000.0,0.00023180343069073572,0.07022016222479723,0.06342943854324734,0.00366,,-
43940,2026-07-03,2026-05-31,2QFinancialStatements_Consolidated_JP,2Q,97000000.0,75000000.0,706000000.0,64000000.0,1673000000.0,0.893,,0.2933333333333332,676000000.0,0.044378698224851965,0.13739376770538245,0.03825463239689181,0.00893,,-
62640,2026-07-03,2026-05-31,3QFinancialStatements_Consolidated_JP,3Q,2644000000.0,1450000000.0,14022000000.0,2431000000.0,15181000000.0,0.447,,0.8234482758620689,7269000000.0,0.9290136194799834,0.18856083297675083,0.1601343784994401,0.00447,,TOPIX Small 2
76110,2026-07-03,2026-05-31,1QFinancialStatements_NonConsolidated_JP,1Q,2114000000.0,1871000000.0,16994000000.0,1436000000.0,25268000000.0,0.723,,0.12987707108498125,15261000000.0,0.11355743398204576,0.12439684594562787,0.056830774101630524,0.0072299999999999994,,TOPIX Small 1
79750,2026-07-03,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,139000000.0,18000000.0,2880000000.0,92000000.0,11035000000.0,0.807,,6.722222222222222,2803000000.0,0.027470567249375577,0.04826388888888889,0.008337109198006343,0.00807,,-
93690,2026-07-03,2026-05-31,2QFinancialStatements_Consolidated_JP,2Q,2960000000.0,3071000000.0,102735000000.0,1263000000.0,59351000000.0,0.33,,-0.03614457831325302,99660000000.0,0.030854906682721284,0.02881199201829951,0.02128018062037708,0.0033,,TOPIX Small 2
98720,2026-07-03,2026-05-20,2QFinancialStatements_NonConsolidated_JP,2Q,390000000.0,433000000.0,29741000000.0,291000000.0,14104000000.0,0.531,,-0.09930715935334877,30416000000.0,-0.022192267227774898,0.013113210719209173,0.02063244469653999,0.0053100000000000005,,-
99480,2026-07-03,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,4104000000.0,3874000000.0,158479000000.0,2881000000.0,195918000000.0,0.647,,0.05937016004130102,154294000000.0,0.02712354336526368,0.025896175518522958,0.014705131738788678,0.00647,,TOPIX Small 1
