Code,DisclosedDate,FiscalPeriodEnd,EarningsGrowth,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,CurPerType,S17Nm,RSI14,ScaleCat,MarketCap,EntryDate,EntryOpen,PrevClose
285A0,2026-07-31,2026-06-30,27.2860865498118,4.1549654462235885,0.7186943479124472,0.3502485778618062,0.00508,,1Q,電機・精密,37.19111478233159,TOPIX Mid400,,2026-08-03,,46500.0
