Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
13790,2026-08-12,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,418000000.0,176000000.0,19343000000.0,452000000.0,64504000000.0,0.557,,1.375,18524000000.0,0.044212912977758645,0.021609884712816007,0.007007317375666625,0.00557,,TOPIX Small 2
142A0,2026-08-12,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,48000000.0,-43000000.0,991000000.0,9000000.0,588000000.0,0.215,,9.99,635000000.0,0.5606299212598425,0.04843592330978809,0.015306122448979591,0.00215,,-
14350,2026-08-12,2026-06-30,2QFinancialStatements_Consolidated_JP,2Q,387000000.0,73000000.0,9233000000.0,239000000.0,11128000000.0,0.574,,4.301369863013699,5014000000.0,0.8414439569206222,0.04191487057294487,0.021477354421279654,0.0057399999999999994,,TOPIX Small 2
146A0,2026-08-12,2026-06-30,2QFinancialStatements_Consolidated_JP,2Q,3276000000.0,1275000000.0,19946000000.0,1966000000.0,18678000000.0,0.233,,1.5694117647058823,9717000000.0,1.0526911598229907,0.16424345733480397,0.10525752221865296,0.00233,,-
147A0,2026-08-12,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,215000000.0,127000000.0,3384000000.0,171000000.0,11957000000.0,0.737,,0.6929133858267718,2225000000.0,0.5208988764044944,0.06353427895981087,0.014301246131972903,0.00737,,-
16630,2026-08-12,2026-06-30,2QFinancialStatements_Consolidated_JP,2Q,6604000000.0,6606000000.0,47937000000.0,4470000000.0,114022000000.0,0.829,,-0.0003027550711474092,48536000000.0,-0.012341354870611498,0.13776414877860527,0.03920296083212012,0.008289999999999999,,TOPIX Small 1
17240,2026-08-12,2026-06-30,2QFinancialStatements_Consolidated_JP,2Q,223000000.0,156000000.0,4646000000.0,146000000.0,6245000000.0,0.647,,0.4294871794871795,4936000000.0,-0.05875202593192874,0.04799827808867843,0.023378702962369897,0.00647,,-
17950,2026-08-12,2026-06-30,3QFinancialStatements_Consolidated_JP,3Q,353000000.0,351000000.0,6783000000.0,215000000.0,5306000000.0,0.62,,0.005698005698005604,7552000000.0,-0.10182733050847459,0.05204186937933068,0.04052016584998115,0.0062,,-
19140,2026-08-12,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,616000000.0,385000000.0,6814000000.0,650000000.0,24840000000.0,0.65,,0.6000000000000001,6617000000.0,0.029771799909324548,0.09040211329615498,0.026167471819645734,0.006500000000000001,,-
20550,2026-08-12,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,382000000.0,274000000.0,11764000000.0,300000000.0,19314000000.0,0.603,,0.3941605839416058,11514000000.0,0.021712697585547946,0.032471948316899014,0.015532774153463809,0.00603,,-
