Code,DisclosedDate,FiscalPeriodEnd,EarningsGrowth,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,CurPerType,S17Nm,RSI14,ScaleCat,MarketCap,EntryDate,EntryOpen,PrevClose
81360,2026-06-23,2026-03-31,0.5028954175192062,0.33942472257494627,0.40115308519846665,0.35011636778631927,0.00664,0.14951386480689455,FY,商社・卸売,57.88690325269938,TOPIX Mid400,,2026-06-24,,938.1
