Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
34870,2026-08-18,2026-06-30,FYFinancialStatements_Consolidated_REIT,FY,2698000000.0,2645000000.0,4846000000.0,2217000000.0,81609000000.0,0.522,2605000000.0,0.020037807183364897,4762000000.0,0.01763964720705591,0.5567478332645481,0.02716612138367092,0.00522,-0.03446997776130467,-
63270,2026-08-18,2026-06-30,FYFinancialStatements_Consolidated_JP,FY,949000000.0,623000000.0,6607000000.0,750000000.0,6302000000.0,0.587,1200000000.0,0.5232744783306582,6227000000.0,0.061024570419142554,0.1436355380656879,0.11900983814662013,0.005869999999999999,0.26448893572181253,-
75320,2026-08-18,2026-06-30,FYFinancialStatements_Consolidated_JP,FY,174842000000.0,162296000000.0,2445260000000.0,110088000000.0,736425000000.0,0.44,179000000000.0,0.0773031990930153,2246758000000.0,0.08835041424132006,0.07150241692090002,0.14948976474182707,0.0044,0.02378147127120478,TOPIX Mid400
