Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
18320,2026-07-28,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,1018000000.0,233000000.0,16658000000.0,741000000.0,37403000000.0,0.743,,3.369098712446352,13229000000.0,0.2592032655529519,0.0611117781246248,0.019811245087292463,0.00743,,
19300,2026-07-28,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,806000000.0,386000000.0,14321000000.0,578000000.0,46126000000.0,0.779,,1.088082901554404,12071000000.0,0.1863971501946815,0.056280985964667275,0.012530893639162294,0.00779,,TOPIX Small 2
19340,2026-07-28,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,3151000000.0,2127000000.0,57273000000.0,2108000000.0,154695000000.0,0.706,,0.4814292430653502,55995000000.0,0.022823466380926805,0.0550171983308016,0.013626814053460034,0.0070599999999999994,,TOPIX Small 1
22110,2026-07-28,2026-06-30,2QFinancialStatements_Consolidated_JP,2Q,297000000.0,1202000000.0,59410000000.0,-74000000.0,65486000000.0,0.587,,-0.7529118136439268,56686000000.0,0.04805419327523541,0.004999158390843293,-0.0011300125217603763,0.005869999999999999,,TOPIX Small 2
22180,2026-07-28,2026-06-30,1QFinancialStatements_NonConsolidated_JP,1Q,22000000.0,17000000.0,4475000000.0,28000000.0,5556000000.0,0.393,,0.2941176470588236,4501000000.0,-0.005776494112419428,0.004916201117318436,0.005039596832253419,0.00393,,
30030,2026-07-28,2026-06-30,2QFinancialStatements_Consolidated_JP,2Q,80313000000.0,75055000000.0,416596000000.0,49978000000.0,980346000000.0,0.263,,0.07005529278529088,300081000000.0,0.38827849813883586,0.19278389614878683,0.05097996013652323,0.00263,,TOPIX Mid400
31990,2026-07-28,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,631000000.0,683000000.0,32524000000.0,472000000.0,24594000000.0,0.296,,-0.07613469985358712,32416000000.0,0.00333168805528139,0.019401057680482104,0.019191672765715217,0.00296,,TOPIX Small 2
37710,2026-07-28,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,540000000.0,601000000.0,7431000000.0,390000000.0,12714000000.0,0.73,,-0.1014975041597338,6940000000.0,0.07074927953890486,0.07266855066612839,0.03067484662576687,0.0073,,TOPIX Small 2
37780,2026-07-28,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,1230000000.0,-457000000.0,11134000000.0,855000000.0,30989000000.0,0.351,,9.99,7492000000.0,0.48611852642819,0.11047242680079038,0.027590435315757205,0.0035099999999999997,,TOPIX Small 1
42900,2026-07-28,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,2271000000.0,1934000000.0,18173000000.0,1173000000.0,52781000000.0,0.575,,0.17425025853154086,16723000000.0,0.08670693057465773,0.12496560832003521,0.022223906329929332,0.00575,,TOPIX Small 1
