Code,DisclosedDate,FiscalPeriodEnd,EarningsGrowth,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,CurPerType,S17Nm,RSI14,ScaleCat,MarketCap,EntryDate,EntryOpen,PrevClose
30640,2026-08-04,2026-06-30,0.2494630535118585,0.20613235808078278,0.1414770698692442,0.15332937176058895,0.00632,,2Q,小売,53.44328408503513,TOPIX Mid400,,2026-08-05,,1969.5
