Code,DisclosedDate,FiscalPeriodEnd,EarningsGrowth,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,CurPerType,S17Nm,RSI14,ScaleCat,MarketCap,EntryDate,EntryOpen,PrevClose
43850,2026-08-05,2026-06-30,0.5770474137931034,0.1903100714830792,0.19147989690047232,0.25752175051648385,0.00189,,FY,情報通信・サービスその他,51.80445792981858,TOPIX Mid400,,2026-08-06,,4410.0
64810,2026-08-05,2026-06-30,2.637437307878984,-0.1428628167447772,0.1488280034686596,0.12226264148755779,0.0057399999999999994,,2Q,機械,56.32750090913314,TOPIX Mid400,,2026-08-06,,7456.0
