Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
27780,2026-06-26,2026-05-20,1QFinancialStatements_Consolidated_JP,1Q,30000000.0,-14000000.0,3361000000.0,11000000.0,1558000000.0,0.245,,9.99,3385000000.0,-0.007090103397341174,0.008925914906277893,0.007060333761232349,0.00245,,-
30500,2026-06-26,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,11373000000.0,9685000000.0,151943000000.0,6558000000.0,285725000000.0,0.442,,0.1742901393908105,138327000000.0,0.09843342225306695,0.07485043733505328,0.022952139294776446,0.00442,,TOPIX Small 1
43820,2026-06-26,2026-04-30,FYFinancialStatements_Consolidated_JP,FY,523000000.0,306000000.0,6424000000.0,376000000.0,5856000000.0,0.587,800000000.0,0.7091503267973855,5929000000.0,0.08348794063079779,0.0814134495641345,0.06420765027322405,0.005869999999999999,0.5296367112810707,TOPIX Small 2
48280,2026-06-26,2026-03-31,FYFinancialStatements_Consolidated_JP,FY,6411000000.0,4676000000.0,24442000000.0,4890000000.0,16071000000.0,0.747,6900000000.0,0.37104362703165106,20776000000.0,0.1764536003080477,0.26229441125930775,0.30427478066081765,0.00747,0.07627515208235836,TOPIX Small 2
57210,2026-06-26,2026-03-31,FYFinancialStatements_NonConsolidated_JP,FY,-146000000.0,-292000000.0,1441000000.0,-2529000000.0,4701000000.0,0.826,,-0.5,634000000.0,1.272870662460568,-0.10131852879944483,-0.5379706445437141,0.00826,,-
66290,2026-06-26,2026-03-31,FYFinancialStatements_Consolidated_JP,FY,2332000000.0,373000000.0,51380000000.0,2462000000.0,12277000000.0,0.312,3000000000.0,5.2520107238605895,50624000000.0,0.014933628318584136,0.04538731023744648,0.20053759061660015,0.00312,0.2864493996569468,-
75450,2026-06-26,2026-05-20,1QFinancialStatements_Consolidated_JP,1Q,5321000000.0,5183000000.0,54554000000.0,3768000000.0,99514000000.0,0.612,,0.026625506463438198,51214000000.0,0.0652165423517006,0.09753638596619862,0.037864019132986315,0.00612,,TOPIX Small 1
76240,2026-06-26,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,324000000.0,66000000.0,13110000000.0,235000000.0,13153000000.0,0.721,,3.909090909090909,11040000000.0,0.1875,0.02471395881006865,0.017866646392457993,0.007209999999999999,,-
76300,2026-06-26,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,1085000000.0,1266000000.0,16976000000.0,728000000.0,32399000000.0,0.676,,-0.14296998420221174,15750000000.0,0.07784126984126982,0.06391376060320453,0.02246982931571962,0.00676,,TOPIX Small 1
78700,2026-06-26,2026-05-20,3QFinancialStatements_NonConsolidated_JP,3Q,121000000.0,149000000.0,5008000000.0,104000000.0,5308000000.0,0.761,,-0.18791946308724827,5551000000.0,-0.09782021257431095,0.024161341853035145,0.019593067068575734,0.0076100000000000004,,
78860,2026-06-26,2026-03-31,FYFinancialStatements_Consolidated_JP,FY,-441000000.0,202000000.0,9730000000.0,-827000000.0,569000000.0,0.111,108000000.0,-3.1831683168316833,16072000000.0,-0.39459930313588854,-0.045323741007194246,-1.453427065026362,0.00111,-0.7551020408163265,-
82170,2026-06-26,2026-05-20,1QFinancialStatements_Consolidated_JP,1Q,-318000000.0,59000000.0,59708000000.0,-268000000.0,73796000000.0,0.573,,-6.389830508474576,60044000000.0,-0.005595896342681983,-0.005325919474777249,-0.0036316331508482844,0.00573,,TOPIX Small 2
