Code,DisclosedDate,FiscalPeriodEnd,EarningsGrowth,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,CurPerType,S17Nm,RSI14,ScaleCat,MarketCap,EntryDate,EntryOpen,PrevClose
19690,2026-06-12,2026-03-31,0.4729291994447016,0.11073177505692233,0.11262658548840238,0.1742336879696451,0.0055000000000000005,0.04723007644779553,FY,建設・資材,51.267171337962296,TOPIX Mid400,,2026-06-15,,4583.0
