Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
130A0,2026-08-05,2026-06-30,2QFinancialStatements_NonConsolidated_JP,2Q,-246000000.0,-186000000.0,,-386000000.0,1397000000.0,0.92,,0.32258064516129026,,,,-0.2763063707945598,0.0092,,-
17190,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,6484000000.0,5302000000.0,105044000000.0,4237000000.0,216843000000.0,0.524,,0.2229347416069407,93490000000.0,0.12358541020429992,0.06172651460340429,0.01953948248271791,0.00524,,TOPIX Mid400
17200,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,2730000000.0,2169000000.0,74057000000.0,1954000000.0,112039000000.0,0.392,,0.2586445366528354,71948000000.0,0.02931283704897991,0.03686349703606681,0.017440355590464036,0.00392,,TOPIX Small 1
17620,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,5461000000.0,1997000000.0,88449000000.0,3292000000.0,147323000000.0,0.5,,1.7346019028542816,79081000000.0,0.11846081865429126,0.06174179470655406,0.022345458618138376,0.005,,TOPIX Small 2
17930,2026-08-05,2026-06-30,1QFinancialStatements_NonConsolidated_JP,1Q,1304000000.0,249000000.0,25416000000.0,982000000.0,68161000000.0,0.702,,4.236947791164659,16643000000.0,0.5271285225019529,0.051306263770853004,0.014407065624037206,0.007019999999999999,,-
18120,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,40522000000.0,37574000000.0,640089000000.0,30926000000.0,1387195000000.0,0.404,,0.07845850854314151,649617000000.0,-0.014667103847343932,0.06330682139514973,0.022293909652211837,0.00404,,TOPIX Mid400
18140,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,2104000000.0,792000000.0,27787000000.0,1431000000.0,25580000000.0,0.428,,1.6565656565656566,21464000000.0,0.2945862840104361,0.07571886133803578,0.05594214229867084,0.00428,,-
19260,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,3329000000.0,2785000000.0,29522000000.0,2295000000.0,85354000000.0,0.73,,0.19533213644524228,30520000000.0,-0.032699868938401044,0.11276336291579162,0.026888019307823887,0.0073,,TOPIX Small 1
19650,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,2834000000.0,2340000000.0,22351000000.0,2071000000.0,67637000000.0,0.695,,0.21111111111111103,20479000000.0,0.09141071341374096,0.1267952216903047,0.03061933557076748,0.00695,,-
19690,2026-08-05,2026-06-30,1QFinancialStatements_Consolidated_JP,1Q,8481000000.0,10117000000.0,84922000000.0,6408000000.0,212248000000.0,0.589,,-0.16170801621033903,94205000000.0,-0.09854041717530915,0.09986811426956502,0.03019109720704082,0.005889999999999999,,TOPIX Mid400
