Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
24080,2026-07-07,2026-06-20,2QFinancialStatements_Consolidated_JP,2Q,246000000.0,164000000.0,1453000000.0,278000000.0,5982000000.0,0.87,,0.5,1313000000.0,0.1066260472201066,0.16930488644184447,0.046472751588097626,0.0087,,-
26590,2026-07-07,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,4644000000.0,4101000000.0,63769000000.0,3057000000.0,153105000000.0,0.761,,0.13240673006583759,59057000000.0,0.07978732411060507,0.07282535401213756,0.019966689526795336,0.0076100000000000004,,TOPIX Small 1
27260,2026-07-07,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,7953000000.0,7854000000.0,61354000000.0,5414000000.0,84540000000.0,0.506,,0.012605042016806678,58727000000.0,0.04473240587804583,0.1296248003390162,0.06404069079725573,0.00506,,TOPIX Small 1
27340,2026-07-07,2026-05-31,2QFinancialStatements_Consolidated_JP,2Q,7455000000.0,5886000000.0,129672000000.0,5593000000.0,97759000000.0,0.43,,0.26656472986748225,131253000000.0,-0.012045438961395205,0.05749120858782158,0.05721212369193629,0.0043,,TOPIX Small 2
27920,2026-07-07,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,4619000000.0,5906000000.0,56182000000.0,2845000000.0,49087000000.0,0.852,4000000000.0,-0.2179139857771758,57701000000.0,-0.026325366978041997,0.0822149442882062,0.05795831890317192,0.00852,-0.13401169084217368,TOPIX Small 2
281A0,2026-07-07,2026-03-31,1QFinancialStatements_Consolidated_JP,1Q,-74000000.0,-130000000.0,203000000.0,2000000.0,879000000.0,0.458,,-0.4307692307692308,118000000.0,0.7203389830508475,-0.3645320197044335,0.0022753128555176336,0.00458,,-
29180,2026-07-07,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,1653000000.0,2247000000.0,58354000000.0,963000000.0,62445000000.0,0.45,,-0.26435246995994655,57501000000.0,0.014834524616963218,0.028327106967817116,0.015421570982464569,0.0045000000000000005,,TOPIX Small 1
33960,2026-07-07,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,-67000000.0,-22000000.0,7026000000.0,13000000.0,19496000000.0,0.707,,2.0454545454545454,7116000000.0,-0.012647554806070826,-0.009536009109023627,0.0006668034468608945,0.00707,,-
47350,2026-07-07,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,-346000000.0,208000000.0,6992000000.0,-179000000.0,3661000000.0,0.161,,-2.6634615384615383,6694000000.0,0.04451747833881092,-0.04948512585812357,-0.04889374487844851,0.00161,,-
52430,2026-07-07,2026-05-31,2QFinancialStatements_Consolidated_JP,2Q,538000000.0,23000000.0,2604000000.0,660000000.0,7723000000.0,0.701,,22.391304347826086,1970000000.0,0.3218274111675128,0.206605222734255,0.08545901851612067,0.00701,,-
64690,2026-07-07,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,561000000.0,380000000.0,4317000000.0,361000000.0,9694000000.0,0.452,,0.47631578947368425,3574000000.0,0.20789031897034138,0.1299513551077137,0.03723952960594182,0.00452,,-
96510,2026-07-07,2026-05-31,FYFinancialStatements_Consolidated_JP,FY,1509000000.0,1144000000.0,12119000000.0,1138000000.0,11626000000.0,0.797,1665000000.0,0.31905594405594395,10473000000.0,0.15716604602310702,0.12451522402838518,0.0978840529846895,0.00797,0.1033797216699801,-
97400,2026-07-07,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,1899000000.0,1784000000.0,21496000000.0,844000000.0,44118000000.0,0.591,,0.06446188340807169,20193000000.0,0.06452731144455992,0.08834201711946409,0.019130513622557688,0.0059099999999999995,,TOPIX Small 2
