Code,DisclosedDate,FiscalPeriodEnd,TypeOfDocument,CurPerType,OperatingProfit,OperatingProfitPriorYear,Sales,NP,Eq,EqAR,NxFOP,EarningsGrowth,SalesPriorYear,SalesGrowth,OperatingMargin,ROE,EquityRatio,ForwardGuidance,ScaleCat
24930,2026-07-02,2026-05-31,2QFinancialStatements_Consolidated_JP,2Q,124000000.0,50000000.0,3351000000.0,48000000.0,3717000000.0,0.594,,1.48,3040000000.0,0.10230263157894748,0.03700387943897344,0.0129136400322841,0.00594,,-
35490,2026-07-02,2026-05-20,FYFinancialStatements_Consolidated_JP,FY,27096000000.0,26601000000.0,566865000000.0,17133000000.0,141038000000.0,0.343,32000000000.0,0.01860832299537618,501470000000.0,0.1304066045825274,0.04779974067899764,0.12147789957316468,0.0034300000000000003,0.18098612341304987,TOPIX Mid400
75780,2026-07-02,2026-03-31,FYFinancialStatements_NonConsolidated_JP,FY,-420000000.0,-101000000.0,1725000000.0,-133000000.0,2915000000.0,0.574,221000000.0,3.1584158415841586,2239000000.0,-0.2295667708798571,-0.24347826086956523,-0.04562607204116638,0.0057399999999999994,-0.4738095238095238,-
97930,2026-07-02,2026-05-31,1QFinancialStatements_Consolidated_JP,1Q,4151000000.0,3830000000.0,18275000000.0,2871000000.0,84555000000.0,0.781,,0.08381201044386422,17912000000.0,0.02026574363555156,0.22714090287277702,0.0339542309739223,0.00781,,TOPIX Small 1
